"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.globalindex","Input.lemma","Input.lemmaindex","Input.lleftcontext","Input.lheadword","Input.lrightcontext","Input.gs_expert","Answer.Category","Approve","Reject"
"26XE4EGDHDM2SCVHR2QWAHE0HY6LB8","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2D9VWAVKI62N6HP0PHQ9DQH7O66QIQ","A6WUFL0T08JBZ","Submitted","Mon Apr 23 14:54:38 GMT 2012","Mon Apr 23 14:54:41 GMT 2012","Sat Apr 28 07:54:41 PDT 2012","","","","3","100% (14/14)","100% (14/14)","100% (14/14)","395","Boston","52","While a few organizations have what are perceived as &#34 best-of-breed &#34 information systems ( LDS Hospital and Intermountain Health Care in Salt Lake City&#44Wishard Memorial Hospital and its affiliated clinics in Indianapolis&#44and Brigham and Women 's Hospital and Partners HealthCare System in","Boston","&#44 MA )&#44[ 7 8 9 ] the reliability of these systems is nothing like that offered by the systems of companies outside of healthcare&#44for example Federal Express [ 10 ] . These organizations all have had good financial performance&#44which has given them an edge in their local markets&#44though their goal has not been to spread .","LOC","Category1"
"26XE4EGDHDM2SCVHR2QWAHE0HY6LB8","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2NTX3V0FK0CO7T6DJ1YPOK9M4IXGN7","A11GFH66WMVKMB","Submitted","Mon Apr 23 15:36:19 GMT 2012","Mon Apr 23 15:38:01 GMT 2012","Sat Apr 28 08:38:01 PDT 2012","","","","102","100% (49/49)","100% (49/49)","100% (49/49)","395","Boston","52","While a few organizations have what are perceived as &#34 best-of-breed &#34 information systems ( LDS Hospital and Intermountain Health Care in Salt Lake City&#44Wishard Memorial Hospital and its affiliated clinics in Indianapolis&#44and Brigham and Women 's Hospital and Partners HealthCare System in","Boston","&#44 MA )&#44[ 7 8 9 ] the reliability of these systems is nothing like that offered by the systems of companies outside of healthcare&#44for example Federal Express [ 10 ] . These organizations all have had good financial performance&#44which has given them an edge in their local markets&#44though their goal has not been to spread .","LOC","Category1"
"2JGU98JHSTLBQCNETY0ISBJFU17EQR","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","28IS1CSTMOFXE4F30RSE2DNYW1CORP","A1C0X3AM7X75R9","Submitted","Mon Apr 23 15:29:21 GMT 2012","Mon Apr 23 15:29:31 GMT 2012","Sat Apr 28 08:29:31 PDT 2012","","","","10","100% (409/409)","100% (409/409)","100% (2/2)","396","England","52","The authors estimate that around 163&#44000 new cases of dementia occur in","England","and Wales each year .","LOC","Category1"
"2JGU98JHSTLBQCNETY0ISBJFU17EQR","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2BQ7QEOZFYQSO3FS436XVDS5VYRGJ2","A11GFH66WMVKMB","Submitted","Mon Apr 23 15:28:34 GMT 2012","Mon Apr 23 15:29:47 GMT 2012","Sat Apr 28 08:29:47 PDT 2012","","","","73","100% (49/49)","100% (49/49)","100% (49/49)","396","England","52","The authors estimate that around 163&#44000 new cases of dementia occur in","England","and Wales each year .","LOC","Category1"
"2SVPGFL6VCPWM0EMVB9OZ1S83XW6L9","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2FMUKQOYGNIWOEF76VR147SWTWFHZL","A2I8VBHRESMG9S","Submitted","Mon Apr 23 15:19:29 GMT 2012","Mon Apr 23 15:19:33 GMT 2012","Sat Apr 28 08:19:33 PDT 2012","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","397","Europe","52","Should I go to","Europe","?","LOC","Category1"
"2SVPGFL6VCPWM0EMVB9OZ1S83XW6L9","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2J0JHSTLB3L02268032JIJRF80THT5","A2ZH5LDUY5UFD4","Submitted","Mon Apr 23 15:18:55 GMT 2012","Mon Apr 23 15:19:00 GMT 2012","Sat Apr 28 08:19:00 PDT 2012","","","","5","100% (2/2)","100% (2/2)","100% (2/2)","397","Europe","52","Should I go to","Europe","?","LOC","Category1"
"2P09NZW6HEZ6B5RPEMK8A9GVXCTYOH","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2DLVOK5UFJ51LYDD6E6YUS1D5FB69U","A11GFH66WMVKMB","Submitted","Mon Apr 23 15:21:44 GMT 2012","Mon Apr 23 15:22:32 GMT 2012","Sat Apr 28 08:22:32 PDT 2012","","","","48","100% (49/49)","100% (49/49)","100% (49/49)","398","London","52","Though born in America&#44Theroux is a passionate dissector of the British character&#44having spent 20 years living in","London","0","LOC","Category1"
"2P09NZW6HEZ6B5RPEMK8A9GVXCTYOH","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2FMUKQOYGNIWOEF76VR147SWTWGHZM","A6WUFL0T08JBZ","Submitted","Mon Apr 23 15:24:57 GMT 2012","Mon Apr 23 15:25:00 GMT 2012","Sat Apr 28 08:25:00 PDT 2012","","","","3","100% (14/14)","100% (14/14)","100% (14/14)","398","London","52","Though born in America&#44Theroux is a passionate dissector of the British character&#44having spent 20 years living in","London","0","LOC","Category1"
"2TATMOFXRDS453ODGSEXNFM2CKUVS2","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2U1RJ85OZIZE4DX971FOU5EX2J8X9D","A1C0X3AM7X75R9","Submitted","Mon Apr 23 15:08:34 GMT 2012","Mon Apr 23 15:08:45 GMT 2012","Sat Apr 28 08:08:45 PDT 2012","","","","11","100% (409/409)","100% (409/409)","100% (2/2)","399","China","52","Although","China","s Basic Law promised that Hong Kong s existing laws and civil liberties would be upheld&#44refugees began flowing the other way .","ORG","Categpory2"
"2TATMOFXRDS453ODGSEXNFM2CKUVS2","2VR5COW0LGRZQZZQX036ZNUZWSH7Y6","Location or organization","Recognize whether the name of a place, like for instance London, means ""the place called London"" or ""the institutions in London""","categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation","$0.07","Mon Apr 23 13:43:58 GMT 2012","2","Department:Other","21600","432000","Mon Apr 30 13:43:58 GMT 2012","","","2Z4GJ2D21O3WSO4Z14GSM2KZRBA7DB","A11GFH66WMVKMB","Submitted","Mon Apr 23 15:26:04 GMT 2012","Mon Apr 23 15:27:25 GMT 2012","Sat Apr 28 08:27:25 PDT 2012","","","","81","100% (49/49)","100% (49/49)","100% (49/49)","399","China","52","Although","China","s Basic Law promised that Hong Kong s existing laws and civil liberties would be upheld&#44refugees began flowing the other way .","ORG","Categpory2"
